"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q3_consent","Q6_1_extravert","Q6_2_critical","Q6_3_dependable","Q6_4_anxious","Q6_5_open","Q6_6_reserved","Q6_7_sympathetic","Q6_8_disorganized","Q6_9_calm","Q6_10_conventional","Q7_1_group_inferiority","Q7_2_use_force","Q7_3_more_chances","Q7_4_step_on","Q7_5_stay_place","Q7_6_top_bottom","Q7_7_inferior","Q7_8_kept_place","Q7_9_equal","Q7_10_equality_ideal","Q7_11_equal_chance","Q7_12_equalize_conditions","Q7_13_social_equality","Q7_14_fewer_problems","Q7_15_incomes_equal","Q7_16_no_dominate","Q8_1_neglect_needs","Q8_2_others_needs","Q8_3_sensitive_feelings","Q8_4_not_helpful","Q8_5_be_helpful","Q8_6_no_aid","Q8_7_be_responsive","Q8_8_help_others","Q8_9_no_involvement","Q8_10_no_help_others","Q8_11_turn_to_others","Q8_12_emotion_avoid","Q8_13_trouble_themselves","Q8_14_ignored_hurt","Q9_1_depend_on_self","Q9_2_rely_on_self","Q9_3_do_own_thing","Q9_4_personal_identity_important","Q9_5_do_job_better","Q9_6_winning_everything","Q9_7_competition_nature","Q9_8_others_better_tense","Q9_9_coworker_prize_proud","Q9_10_coworker_wellbeing","Q9_11_spend_time_others","Q9_12_good_cooperate_others","Q9_13_family_together","Q9_14_care_family_duty","Q9_15_family_stick_together","Q9_16_respect_group_decision","Q11_age","Q12_gender","Q13_education","Q14_job","Q15_total_hours","Q16_employer_selfemployed","Q17_occupation","Q18_employ_situation","Q18_employ_situation_text","Q19_income_US","Q20_income_MA","Q21_income_PH","Q22_income_feeling","Q23_religion","Q23_religion_text","Q24_religion_freq","Q25_adult_hh_num","Q26_child_hh_num","Q27_marital_status","Q28_friends_num","Q29_born_in_country","Q30_move_last5","Q31_country_origin","Q32_1_smartphone","Q32_2_computer","Q32_3_tablet","Q33_internet_where","Q34_internet_hours_day","Q35_social_networks","Q36_social_media_people_num","Q37_social_media_hours_day","Q38_online_research","Q39_send_survey_invites","Q40_mobile_number","Q6_2_critical_REV","Q6_4_anxious_REV","Q6_6_reserved_REV","Q6_8_disorganized_REV","Q6_10_conventional_REV","tipi_extraversion","tipi_agreeableness","tipi_conscientiousness","tipi_emot_stability","tipi_open_experiences","Q7_9_equal_REV","Q7_10_equality_ideal_REV","Q7_11_equal_chance_REV","Q7_12_equalize_conditions_REV","Q7_13_social_equality_REV","Q7_14_fewer_problems_REV","Q7_15_incomes_equal_REV","Q7_16_no_dominate_REV","soc_dom_orient","Q8_3_sensitive_feelings_REV","Q8_4_not_helpful_REV","Q8_6_no_aid_REV","Q8_9_no_involvement_REV","Q8_10_no_help_others_REV","Q8_12_emotion_avoid_REV","Q8_13_trouble_themselves_REV","comm_orient_scale","horiz_indiv","vert_indiv","horiz_collect","vert_collect"
"2017-06-08 06:18:56","2017-06-08 06:18:56","Survey Test","","100","0","True","2017-06-08 06:18:56","R_dpB0qwju8uzpbw1","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,2,1,4,6,5,4,4,7,6,7,1,5,7,5,3,7,3,6,4,7,3,6,7,6,7,5,1,6,5,6,7,7,4,2,6,4,7,5,2,8,1,2,1,1,2,6,7,1,8,5,8,9,7,3,2,62,"Prefer not to answer","None",0,,"","","Student","","$48,000-$59,999 per year","10,000 - 14,999 MAD","(None/No household income)","Getting by on present income","Roman Catholic","","Do not regularly attend religious services",98,11,"Married",99401,1,,"","4 days","1 day","Never","Other",16,1,71328,16,1,0,"",6,4,3,4,2,4.5,5,2.5,5.5,4,2,4,1,5,2,1,2,1,3.5,2,3,1,6,2,1,3,47,12,16,22,21
"2017-06-08 06:18:55","2017-06-08 06:18:55","Survey Test","","100","0","True","2017-06-08 06:18:55","R_1EXWUNkfUJSq2Wh","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",3,4,7,5,4,3,1,1,1,2,7,4,5,1,4,1,3,7,4,3,2,1,5,2,3,3,4,1,2,4,4,3,3,6,4,5,1,3,2,4,3,9,6,3,3,4,2,4,2,9,6,7,5,9,9,8,109,"Female","College degree",0,,"","","Other, please list","Morbi. Mauris placerat, ante. Malesuada ultricies magna ridiculus neque facilisis. Cursus commodo. Diam.","$180,000-$239,999 per year","(None/No household income)","4,001 – 5,000 pesos","Getting by on present income","Muslim/Islam","","Weekly (at least once a week)",0,18,"Single/Never been married",25586,0,1,"Sodales commodo faucibus. Faucibus eros? Tincidunt praesent pellentesque, proin proin primis.","2 days","Never","1 day","On a mobile device",2,0,,,1,0,"",4,3,5,7,6,4,2.5,7,2,5,4,5,6,7,3,6,5,5,4.5625,6,4,5,4,3,5,6,56,21,13,24,31
"2017-06-08 06:18:56","2017-06-08 06:18:56","Survey Test","","100","0","True","2017-06-08 06:18:56","R_3lnzPUdoZS0umI5","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,5,5,5,4,2,5,1,2,2,4,7,6,2,7,1,1,4,4,2,2,2,5,7,1,1,3,7,5,6,6,1,3,7,5,5,4,2,6,6,2,6,4,5,5,8,1,6,8,1,8,6,9,1,4,8,10,"Male","College degree",1,20,"Self-employed","Military","","","$90,000-$119,999 per year","5,000 - 7,999 MAD","10,001 – 15,000 pesos","Finding it difficult on present income","Spiritism","","Monthly (at least once a month)",80,4,"Married",78554,1,,"","2 days","5 days","Less than once a week","On a mobile device",14,0,,,1,1,"4",3,3,6,7,6,6,4,6,2.5,5,4,6,6,6,3,1,7,7,4.5,3,2,7,3,3,6,2,62,17,20,23,22
"2017-06-08 06:18:55","2017-06-08 06:18:55","Survey Test","","100","0","True","2017-06-08 06:18:55","R_eM57JkwfPUI1bqB","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",1,7,1,1,5,5,7,7,3,1,2,4,3,4,5,7,5,6,6,3,2,4,3,6,3,6,1,1,7,3,4,5,3,5,6,2,6,7,4,3,8,3,3,5,9,8,9,3,8,8,6,4,5,6,6,6,31,"Prefer not to answer","Elementary school",1,23,"Work for an employer","Service or labor","","","$60,000-$89,999 per year","(Does NOT know household income)","700 pesos or less","Getting by on present income","No Religion/Atheist/Agnostic","","",11,50,"Single/Never been married",77804,1,,"","3 days","6 days","2 days","On a computer or tablet at home",12,0,,,0,0,"",1,7,3,1,7,2,4,1,5,6,2,5,6,4,5,2,5,2,4.1875,1,5,3,2,6,1,4,45,19,29,26,23
"2017-06-08 06:18:57","2017-06-08 06:18:57","Survey Test","","100","0","True","2017-06-08 06:18:57","R_dnXPmIhJ5aDag2V","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,1,5,2,3,5,2,6,2,1,3,3,2,1,3,1,6,2,1,6,4,2,4,2,6,6,7,3,7,6,2,6,1,2,5,6,5,2,4,4,9,9,2,2,8,9,2,5,3,9,1,8,4,9,6,8,49,"Prefer not to answer","Some college",0,,"","","Homemaker (including stay-at-home parents)","","$240,000 or more per year","2,000 - 2,999 MAD","4,001 – 5,000 pesos","Finding it very difficult on present income","Chinese Traditional Religion/Confucianism","","Weekly (at least once a week)",86,78,"Married",19794,0,0,"Urna proin. Tempora viverra ridiculus lacus lacus leo! Curabitur consectetuer. Leo ligula id facilisi eros.","1 day","4 days","Never","On a computer or tablet at school",12,1,10003,13,0,1,"12",7,6,3,2,7,4,4.5,3.5,4,5,7,2,4,6,4,6,2,2,3.375,1,2,2,3,2,6,4,44,22,24,21,27
"2017-06-08 06:18:56","2017-06-08 06:18:56","Survey Test","","100","0","True","2017-06-08 06:18:56","R_bHpZ4xQnd2oNzDv","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,1,6,6,1,7,7,5,2,7,4,5,5,7,4,2,4,2,1,3,5,4,3,4,5,7,3,6,7,1,2,7,7,6,6,6,7,5,2,7,5,6,5,7,6,1,5,5,9,5,5,5,1,2,8,1,9,"Other","None",1,20,"Work for an employer","Secretarial or clerical","","","","1,000 - 1,499 MAD","25,001 – 40,000 pesos","Finding it very difficult on present income","Don’t know","","",70,91,"Widowed",82392,0,1,"Amet lectus elit phasellus potenti interdum mattis etiam laoreet nulla velit venenatis sollicitudin! Integer ultricies.","1 day","2 days","3 days","On a mobile device",18,1,10845,2,1,1,"10",7,2,1,3,1,3,7,4.5,2,1,7,5,3,4,5,4,3,1,4.0625,1,7,1,2,2,3,6,60,23,17,24,12
"2017-06-08 06:18:56","2017-06-08 06:18:56","Survey Test","","100","0","True","2017-06-08 06:18:57","R_aW8OzAJITe108i9","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,2,2,3,2,2,4,5,5,1,4,5,1,5,1,4,3,5,2,2,5,5,4,3,4,3,6,3,4,6,1,3,2,3,7,7,1,4,7,3,1,1,8,5,2,2,5,5,1,4,6,1,1,7,7,1,138,"Other","Elementary school",0,,"","","Unemployed","","$24,000-$35,999 per year","249 MAD or less","More than 40,000 pesos","Finding it very difficult on present income","Chinese Traditional Religion/Confucianism","","Monthly (at least once a month)",19,8,"Domestic partnership/Living with partner ",10006,0,0,"Erat metus vitae diam ipsum curabitur, vestibulum malesuada? Felis phasellus maecenas ab id.","Less than once a week","6 days","7 days","On a mobile device",23,0,,,0,1,"14",6,5,6,3,7,5.5,5,2.5,5,4.5,6,6,3,3,4,5,4,5,4,4,2,5,1,1,4,1,37,15,14,12,16
"2017-06-08 06:18:58","2017-06-08 06:18:58","Survey Test","","100","0","True","2017-06-08 06:18:58","R_3lcq43jSrifYqeV","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,5,7,5,1,5,3,2,2,7,5,2,3,7,1,4,4,2,6,3,3,7,2,1,3,6,7,4,4,6,3,4,5,5,4,6,5,4,7,2,7,8,4,7,3,9,9,3,3,4,8,1,6,2,7,9,35,"Male","College degree",0,,"","","Homemaker (including stay-at-home parents)","","$48,000-$59,999 per year","(Refused to give household income)","More than 40,000 pesos","Finding it very difficult on present income","Spiritism","","Monthly (at least once a month)",89,28,"Widowed",42743,1,,"","2 days","1 day","1 day","Other",23,1,78201,7,0,0,"",3,3,3,6,1,3.5,3,6.5,2.5,1,2,5,5,1,6,7,5,2,3.8125,4,2,4,4,2,4,1,52,26,24,16,24
"2017-06-08 06:18:57","2017-06-08 06:18:57","Survey Test","","100","0","True","2017-06-08 06:18:57","R_8DhmirjkA93Nf7v","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,5,4,2,1,4,6,4,4,6,1,6,1,5,3,5,3,6,1,2,2,5,6,6,7,3,3,5,1,4,6,2,4,7,3,7,5,4,3,4,9,6,9,7,3,8,1,9,6,2,3,1,8,9,7,7,21,"Female","Post-graduate degree",0,,"","","Student","","$120,000-$179,999 per year","(Refused to give household income)","7,501 – 10,000 pesos","Finding it very difficult on present income","Don’t know","","",46,61,"Domestic partnership/Living with partner ",77463,1,,"","Never","7 days","7 days","On a mobile device",10,0,,,0,0,"",3,6,4,4,2,5,4.5,4,5,1.5,7,6,6,3,2,2,1,5,3.875,7,4,6,5,1,4,5,66,31,21,12,31
"2017-06-08 06:18:58","2017-06-08 06:18:58","Survey Test","","100","0","True","2017-06-08 06:18:58","R_cILxI3PY729PNdP","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,5,2,1,5,7,1,5,5,6,4,5,6,4,3,1,7,3,7,1,3,2,4,1,1,4,2,3,6,7,6,5,3,7,2,4,4,1,3,2,5,1,1,2,4,2,8,6,1,7,1,9,9,7,6,9,84,"Male","Some college",0,,"","","Other, please list","Aliquet! Justo vitae tortor ac enim? Diam. Laoreet at consectetuer accumsan vehicula.","$180,000-$239,999 per year","(None/No household income)","4,001 – 5,000 pesos","Living comfortably on present income","Islam/Muslim (Shiite)","","Do not regularly attend religious services",41,29,"Married",7105,0,0,"Enim molestie iaculis. Suscipit sem interdum dolorem placerat suspendisse dui. Quis consequat vel. Vivamus, vitae.","3 days","Less than once a week","1 day","On a computer or tablet at school",0,0,,,1,0,"",3,7,1,3,2,4,2,2.5,6,3.5,1,7,5,6,4,7,7,4,4.625,2,1,3,6,4,7,5,55,9,20,18,31
"2017-06-08 06:18:57","2017-06-08 06:18:57","Survey Test","","100","0","True","2017-06-08 06:18:57","R_00r5Ho2soNyD4nH","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",1,2,3,7,7,3,4,5,1,2,7,6,3,3,7,2,3,5,7,5,2,1,2,1,7,3,1,5,5,6,2,5,7,5,4,6,4,7,4,1,7,4,3,6,2,9,2,7,1,5,4,8,7,8,1,5,56,"Male","Elementary school",1,6,"Self-employed","Other","","","$12,000-$23,999 per year","(Refused to give household income)","700 pesos or less","Finding it very difficult on present income","Other Christian Religion","","Weekly (at least once a week)",77,70,"Married",4291,1,,"","Less than once a week","3 days","7 days","On a computer or tablet at school",21,0,,,0,0,"",6,1,5,3,6,3,5,3,1,6.5,1,3,6,7,6,7,1,5,4.5,3,2,3,4,2,1,4,44,20,20,18,21
"2017-06-08 06:18:58","2017-06-08 06:18:58","Survey Test","","100","0","True","2017-06-08 06:18:58","R_8vHgL8KHBI1ni2V","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,2,6,4,6,4,7,2,1,3,2,3,2,3,2,5,5,2,1,6,3,2,5,1,6,4,7,3,2,7,7,2,6,1,4,1,2,2,1,5,2,1,6,3,3,5,3,2,9,8,3,3,4,1,8,8,25,"Prefer not to answer","High school",1,17,"Self-employed","Secretarial or clerical","","","$240,000 or more per year","(Does NOT know household income)","25,001 – 40,000 pesos","Getting by on present income","Sikhism","","Monthly (at least once a month)",58,61,"Domestic partnership/Living with partner ",45711,0,1,"Platea proin atque eget tempus! Porta vestibulum cras, primis est donec sodales dui dolor facilisi.","Never","5 days","4 days","On a computer or tablet at a public place (e.g., library)",20,1,23356,4,1,0,"",6,4,4,6,5,5.5,6.5,6,2.5,5.5,7,2,5,6,3,7,2,4,3.75,6,1,6,4,7,6,7,68,12,13,23,21
"2017-06-08 06:18:58","2017-06-08 06:18:58","Survey Test","","100","0","True","2017-06-08 06:18:58","R_6P5qiuSQVZWm3ZP","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,1,3,6,3,7,2,4,2,3,3,6,3,7,5,1,6,7,6,3,2,3,3,4,3,5,1,2,6,6,5,6,1,3,5,3,4,1,4,7,6,2,9,8,5,1,1,2,4,2,4,2,6,5,6,1,83,"Other","Some college",1,15,"Work for an employer","Service or labor","","","$60,000-$89,999 per year","8,000 - 9,999 MAD","(Refused to give household income)","Finding it very difficult on present income","Other Non-Christian Religion","","Weekly (at least once a week)",1,72,"Single/Never been married",51340,0,1,"Dui culpa pellentesque est eros purus? Amet! Urna interdum tempus, orci tempora arcu.","7 days","6 days","Less than once a week","On a mobile device",19,1,8770,19,1,0,"",7,2,1,4,5,4,4.5,3.5,2,4,2,5,6,5,5,4,5,3,4.5625,2,2,2,3,5,7,4,48,25,9,12,18
"2017-06-08 06:18:59","2017-06-08 06:18:59","Survey Test","","100","0","True","2017-06-08 06:18:59","R_23ODuPt8Jzlxg8Z","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",3,5,4,2,7,4,6,4,3,2,4,6,3,5,6,3,7,2,4,6,1,2,5,3,2,7,4,1,5,5,6,1,5,3,6,4,4,7,2,6,5,8,9,9,2,6,5,7,7,1,2,1,9,5,5,5,51,"Prefer not to answer","College degree",0,,"","","Homemaker (including stay-at-home parents)","","","(None/No household income)","7,501 – 10,000 pesos","Living comfortably on present income","Muslim/Islam","","Do not regularly attend religious services",59,51,"Married",89722,0,1,"Nonummy euismod blandit morbi fusce laoreet. Ut rhoncus posuere consequat ligula tellus. Convallis metus imperdiet.","6 days","6 days","2 days","On a computer or tablet at school",21,1,64127,14,0,0,"",3,6,4,4,6,3.5,4.5,4,4.5,6.5,4,2,7,6,3,5,6,1,4.375,3,3,7,2,4,1,6,55,31,20,11,24
"2017-06-08 06:19:00","2017-06-08 06:19:00","Survey Test","","100","0","True","2017-06-08 06:19:00","R_1TCz2efVcA8xUdn","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,4,2,3,3,7,7,5,1,4,7,4,3,5,7,2,1,4,6,5,6,6,4,4,7,6,7,5,4,3,5,3,3,3,6,7,7,2,6,7,6,4,6,8,5,2,3,9,5,2,4,2,2,1,7,6,150,"Prefer not to answer","None",0,,"","","Other, please list","Dignissim auctor commodo ridiculus proin atque magnis at dui est aenean commodo imperdiet id sit.","$240,000 or more per year","249 MAD or less","25,001 – 40,000 pesos","Finding it difficult on present income","Primal-indigenous/African Traditional and Diasporic/Animist/Nature Worship/Paganism","","Do not regularly attend religious services",52,30,"Widowed",47380,1,,"","6 days","2 days","7 days","On a computer or tablet at school",12,0,,,1,1,"1",4,5,1,3,4,2.5,5.5,2.5,3,3.5,2,3,2,2,4,4,1,2,3.3125,4,5,5,2,1,6,2,62,24,19,13,16
"2017-06-08 06:18:59","2017-06-08 06:18:59","Survey Test","","100","0","True","2017-06-08 06:18:59","R_eKFDXblZbaeGSSp","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,3,3,6,4,6,7,6,7,1,5,6,5,7,1,2,5,3,2,2,7,5,7,6,1,4,6,5,6,4,2,2,6,7,3,5,5,6,5,5,8,6,9,1,3,2,9,7,5,5,7,9,8,4,2,9,62,"Prefer not to answer","High school",0,,"","","Other, please list","Per mattis orci vulputate consequat? Montes convallis! At aliquam fusce tincidunt morbi facilisis.","$48,000-$59,999 per year","1,000 - 1,499 MAD","(None/No household income)","Finding it difficult on present income","Other Christian Religion","","Do not regularly attend religious services",95,55,"Separated",48251,1,,"","7 days","5 days","3 days","On a computer or tablet at a public place (e.g., library)",4,0,,,0,1,"10",5,2,2,2,7,3,6,2.5,4.5,5.5,6,6,1,3,1,2,7,4,4,2,4,6,5,3,2,3,61,24,21,26,23
"2017-06-08 06:18:59","2017-06-08 06:19:00","Survey Test","","100","1","True","2017-06-08 06:19:00","R_56JIulLRzDaxrBX","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,3,3,5,6,3,5,6,2,4,2,6,6,3,6,4,1,5,7,3,4,6,1,7,1,5,5,3,5,4,4,7,2,1,3,3,3,1,1,4,6,5,3,5,2,1,2,3,3,6,6,7,6,2,5,4,146,"Male","High school",0,,"","","Student","","$60,000-$89,999 per year","2,000 - 2,999 MAD","(Does NOT know household income)","Finding it very difficult on present income","Primal-indigenous/African Traditional and Diasporic/Animist/Nature Worship/Paganism","","Monthly (at least once a month)",76,56,"Separated",72796,0,1,"Enim ligula! Bibendum metus nunc at ipsum. Elementum! Est duis dolorem. Interdum ligula. Proin quam.","Less than once a week","6 days","1 day","Other",22,0,,,1,0,"",5,3,5,2,4,5.5,5,2.5,2.5,5,1,5,4,2,7,1,7,3,3.9375,3,4,1,5,5,7,7,54,19,8,22,17
"2017-06-08 06:18:59","2017-06-08 06:18:59","Survey Test","","100","0","True","2017-06-08 06:18:59","R_24TfAcGu4nX5Ppj","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,6,6,7,2,2,5,6,3,5,4,2,1,5,1,1,5,1,3,5,3,3,5,1,4,6,3,1,5,4,5,4,5,3,1,2,2,1,3,6,6,4,5,6,3,1,5,3,2,3,8,2,6,2,7,5,131,"Male","College degree",1,10,"Work for an employer","Managerial","","","$60,000-$89,999 per year","(Refused to give household income)","25,001 – 40,000 pesos","Getting by on present income","No Religion/Atheist/Agnostic","","",78,79,"Married",78718,1,,"","3 days","4 days","Less than once a week","On a mobile device",8,0,,,0,1,"15",2,1,6,2,3,6,3.5,4,2,2.5,5,3,5,5,3,7,4,2,3.375,3,4,4,7,6,7,5,61,21,12,15,20
"2017-06-08 06:19:01","2017-06-08 06:19:01","Survey Test","","100","0","True","2017-06-08 06:19:01","R_3a3hno7NhPaRJmR","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,4,5,5,1,4,1,5,5,3,7,7,6,6,7,1,4,7,3,1,4,5,5,1,4,7,2,4,2,2,5,3,7,6,6,4,4,7,3,7,3,5,8,9,1,4,2,3,3,5,2,6,5,7,6,5,80,"Female","None",1,7,"Work for an employer","Other","","","$12,000-$23,999 per year","1,500 - 1,999 MAD","3,001 – 4,000 pesos","Finding it difficult on present income","Sikhism","","Weekly (at least once a week)",29,84,"Domestic partnership/Living with partner ",29686,1,,"","4 days","3 days","1 day","On a mobile device",12,1,51097,13,0,1,"10",4,3,4,3,5,4.5,2.5,4,4,3,5,7,4,3,3,7,4,1,4.9375,6,6,5,2,4,1,5,64,25,10,16,23
"2017-06-08 06:19:00","2017-06-08 06:19:00","Survey Test","","100","0","True","2017-06-08 06:19:00","R_dp6ZnZ9CvL9ZDXD","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,5,4,1,7,4,3,6,7,3,3,4,1,1,3,4,1,7,3,6,6,4,5,5,4,6,4,6,7,6,1,5,2,4,3,6,6,7,4,5,8,8,8,8,4,5,8,7,2,8,8,3,4,6,4,1,65,"Other","Some college",0,,"","","Retired","","","More than 24,999 MAD","6,001 – 7,500 pesos","Finding it very difficult on present income","Hinduism","","Weekly (at least once a week)",47,85,"Widowed",85978,0,1,"Dapibus per nonummy blandit vulputate! Turpis. Proin risus risus donec magnis elementum suscipit.","3 days","3 days","Never","On a computer or tablet at school",10,1,22036,6,1,1,"9",3,7,4,2,5,5,3,3,7,6,5,2,2,4,3,3,4,2,3.0625,1,2,3,5,2,1,4,46,32,24,21,15
"2017-06-08 06:19:00","2017-06-08 06:19:01","Survey Test","","100","1","True","2017-06-08 06:19:01","R_3TKxJhGIk6D1PWl","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",3,7,3,4,2,6,4,5,1,1,4,4,7,3,6,3,4,4,3,3,1,4,1,1,3,2,6,4,3,3,1,5,4,2,7,3,5,4,6,1,5,3,2,4,7,5,1,9,5,9,3,6,2,2,7,5,105,"Other","Elementary school",1,8,"Work for an employer","Other","","","$6,000-$11,999 per year","(Does NOT know household income)","701 – 1,500 pesos","Getting by on present income","Primal-indigenous/African Traditional and Diasporic/Animist/Nature Worship/Paganism","","Do not regularly attend religious services",1,41,"Divorced",90209,1,,"","6 days","5 days","5 days","On a computer or tablet at a public place (e.g., library)",14,1,95792,24,1,0,"",1,4,2,3,7,2.5,2.5,3,2.5,4.5,5,5,7,4,7,7,5,6,5.0625,5,5,3,1,5,4,2,48,14,22,23,16
"2017-06-08 06:19:01","2017-06-08 06:19:01","Survey Test","","100","0","True","2017-06-08 06:19:01","R_ekDnvzTA5p7QrpH","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,6,1,4,6,3,7,6,3,6,2,2,5,3,1,1,6,5,2,4,6,6,1,4,5,3,4,3,1,6,5,6,4,1,7,1,4,3,4,4,6,7,4,4,2,8,9,3,2,5,1,2,7,6,7,6,69,"Other","College degree",0,,"","","Student","","$24,000-$35,999 per year","3,000 - 4,999 MAD","7,501 – 10,000 pesos","Finding it very difficult on present income","Other Christian Religion","","Monthly (at least once a month)",9,74,"Domestic partnership/Living with partner ",60946,0,1,"Praesent rhoncus suspendisse platea integer luctus curabitur viverra posuere porttitor? Magnis.","7 days","4 days","Less than once a week","On a computer or tablet at a public place (e.g., library)",10,0,,,1,1,"6",2,4,5,2,2,5,4.5,1.5,3.5,4,6,4,2,2,7,4,3,5,3.625,7,2,2,1,7,5,4,53,21,22,10,26
"2017-06-08 06:19:01","2017-06-08 06:19:01","Survey Test","","100","0","True","2017-06-08 06:19:01","R_8oBnfUgk5q2pXdH","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,3,1,1,7,4,1,7,6,5,7,4,4,4,7,7,3,4,6,4,4,1,3,7,3,2,4,1,7,2,6,3,5,3,1,1,1,3,1,7,3,7,5,4,4,2,3,4,8,3,3,9,3,5,6,7,55,"Other","Elementary school",1,6,"Work for an employer","Professional","","","$36,000-$47,999 per year","(Refused to give household income)","10,001 – 15,000 pesos","Getting by on present income","Other Christian Religion","","Weekly (at least once a week)",5,20,"Single/Never been married",574,0,1,"Lacus ridiculus nulla maecenas rutrum fusce at lacus suscipit sapien nullam etiam. Neque.","6 days","1 day","1 day","On a mobile device",20,1,15093,21,0,0,"",5,7,4,1,3,5.5,3,1,6.5,5,2,4,4,7,5,1,5,6,4.625,1,6,5,7,7,5,7,65,19,13,23,21
"2017-06-08 06:19:02","2017-06-08 06:19:02","Survey Test","","100","0","True","2017-06-08 06:19:02","R_80NugBKWRvcfQS9","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,6,5,1,5,4,1,4,2,5,4,6,2,4,3,7,7,4,1,6,1,3,5,4,5,2,1,5,3,5,4,2,1,3,3,7,4,1,7,3,6,1,2,9,7,1,5,4,8,2,6,7,8,1,2,9,94,"Prefer not to answer","Elementary school",1,13,"Self-employed","Secretarial or clerical","","","$90,000-$119,999 per year","(None/No household income)","6,001 – 7,500 pesos","Getting by on present income","Jewish","","Annually (at least once a year)",8,62,"Divorced",889,1,,"","5 days","Less than once a week","5 days","On a mobile device",9,0,,,1,0,"",2,7,4,4,3,5,1.5,4.5,4.5,4,7,2,7,5,3,4,3,6,4.625,5,3,6,5,1,7,1,49,18,17,23,20
"2017-06-08 06:19:03","2017-06-08 06:19:03","Survey Test","","100","0","True","2017-06-08 06:19:03","R_86d2wxyN8DYKJc9","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",3,7,3,5,7,5,7,1,4,5,6,1,5,7,6,6,3,6,5,4,2,3,1,3,2,5,1,3,5,4,3,3,5,2,4,7,4,2,2,7,1,6,7,8,6,8,7,3,7,4,2,7,5,3,5,4,138,"Female","High school",1,24,"Work for an employer","Sales or retail","","","$180,000-$239,999 per year","250 - 499 MAD","10,001 – 15,000 pesos","Finding it difficult on present income","Buddhism","","Annually (at least once a year)",19,36,"Domestic partnership/Living with partner ",40993,0,0,"Potenti leo mi ut nullam, venenatis malesuada velit elementum ante ab facilisi.","5 days","5 days","1 day","On a computer or tablet at home",17,1,57437,0,0,1,"4",1,3,3,7,3,3,4,5,3.5,5,3,4,6,5,7,5,6,3,4.9375,3,4,5,4,1,6,6,54,22,24,20,17
"2017-06-08 06:19:02","2017-06-08 06:19:03","Survey Test","","100","1","True","2017-06-08 06:19:03","R_dd1zmjReL9rZUlT","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,5,5,5,2,4,3,4,7,3,5,4,1,4,7,4,6,5,7,7,4,6,5,2,2,1,5,6,4,6,3,1,3,1,2,3,2,4,3,3,1,3,7,7,7,8,1,3,2,3,2,8,4,7,4,5,41,"Male","High school",1,12,"Self-employed","Farmer or rancher","","","$180,000-$239,999 per year","(Does NOT know household income)","700 pesos or less","Living comfortably on present income","Sikhism","","Monthly (at least once a month)",14,93,"Domestic partnership/Living with partner ",76972,0,1,"Tincidunt ultricies! Sem. Velit montes? Sagittis accusamus tortor nibh? Porttitor a. Atque.","Never","Less than once a week","3 days","On a computer or tablet at work",22,1,32176,23,1,0,"",3,3,4,4,5,4.5,3,4.5,5,3.5,1,1,4,2,3,6,6,7,4.125,4,2,7,6,5,4,5,56,18,19,15,20
